@jorek_model:   302
@n_tor:     3
@n_plane:     8
@n_period:     8
@plottable: energies growth_rates times
@variable_names: Flux        Potential   Current     Vorticity   Density     Temperature V_parallel 
@n_times:     1
@times_xlabel: time step
@times_ylabel: normalized time
@times: "step"     "time"
@n_energies:     6
@energies_xlabel: normalized time
@energies_ylabel: normalized energy
@energies: "time"           "E_{mag,00,cos}" "E_{mag,08,cos}" "E_{mag,08,sin}" "E_{kin,00,cos}" "E_{kin,08,cos}" "E_{kin,08,sin}" 
@n_growth_rates:     6
@growth_rates_xlabel: normalized time
@growth_rates_ylabel: normalized growth rate
@growth_rates: "time"           "G_{mag,00,cos}" "G_{mag,08,cos}" "G_{mag,08,sin}" "G_{kin,00,cos}" "G_{kin,08,cos}" "G_{kin,08,sin}" 
@energies:  1.043000000E+03  1.843131819E-01  3.564144658E-12  3.562875268E-12  1.733146608E-07  1.610392292E-12  1.610297861E-12
@growth_rates:  1.040500000E+03 -3.018815133E-07  2.308325785E-02  2.308375291E-02 -5.252575234E-05  2.313627384E-02  2.313634282E-02
@times:   247   1.048000000E+03
@energies:  1.048000000E+03  1.843125083E-01  4.489377508E-12  4.487800409E-12  1.735376374E-07  2.029553433E-12  2.029435571E-12
@growth_rates:  1.045500000E+03 -3.654685943E-07  2.307899551E-02  2.307948169E-02  1.285714917E-04  2.313379766E-02  2.313385414E-02
@times:   248   1.053000000E+03
@energies:  1.053000000E+03  1.843117955E-01  5.655099909E-12  5.653142899E-12  1.738341385E-07  2.557567245E-12  2.557420446E-12
@growth_rates:  1.050500000E+03 -3.867352011E-07  2.308437243E-02  2.308489606E-02  1.707111629E-04  2.312407265E-02  2.312414020E-02
@times:   249   1.058000000E+03
@energies:  1.058000000E+03  1.843111686E-01  7.122726186E-12  7.120296825E-12  1.738899909E-07  3.222128457E-12  3.221945212E-12
@growth_rates:  1.055500000E+03 -3.401639886E-07  2.307327667E-02  2.307377578E-02  3.212451152E-05  2.309856409E-02  2.309861678E-02
@times:   250   1.063000000E+03
@energies:  1.063000000E+03  1.843106470E-01  8.968492416E-12  8.965476795E-12  1.737125549E-07  4.058200208E-12  4.057972982E-12
@growth_rates:  1.060500000E+03 -2.830096655E-07  2.304270489E-02  2.304318762E-02 -1.020912785E-04  2.306974242E-02  2.306983034E-02
@times:   251   1.068000000E+03
@energies:  1.068000000E+03  1.843101236E-01  1.128901888E-11  1.128527865E-11  1.735614044E-07  5.110460918E-12  5.110177994E-12
@growth_rates:  1.065500000E+03 -2.839685510E-07  2.301128805E-02  2.301178119E-02 -8.704974788E-05  2.305500225E-02  2.305506526E-02
@times:   252   1.073000000E+03
@energies:  1.073000000E+03  1.843094982E-01  1.420813100E-11  1.420349286E-11  1.737019750E-07  6.435353923E-12  6.435002122E-12
@growth_rates:  1.070500000E+03 -3.393189103E-07  2.299839332E-02  2.299888090E-02  8.095908357E-05  2.305172399E-02  2.305179348E-02
@times:   253   1.078000000E+03
@energies:  1.078000000E+03  1.843087962E-01  1.788269697E-11  1.787695207E-11  1.740305844E-07  8.103239270E-12  8.102801848E-12
@growth_rates:  1.075500000E+03 -3.808707332E-07  2.300191896E-02  2.300243785E-02  1.890012971E-04  2.304570524E-02  2.304577382E-02
@times:   254   1.083000000E+03
@energies:  1.083000000E+03  1.843081356E-01  2.250669870E-11  2.249958341E-11  1.741961594E-07  1.020131273E-11  1.020076795E-11
@growth_rates:  1.080500000E+03 -3.584387987E-07  2.299793891E-02  2.299845048E-02  9.509609861E-05  2.302525192E-02  2.302530978E-02
@times:   255   1.088000000E+03
@energies:  1.088000000E+03  1.843075832E-01  2.831945196E-11  2.831063897E-11  1.740913538E-07  1.283890103E-11  1.283822585E-11
@growth_rates:  1.085500000E+03 -2.996734195E-07  2.297359322E-02  2.297408752E-02 -6.018338094E-05  2.299632944E-02  2.299641083E-02
@times:   256   1.093000000E+03
@energies:  1.093000000E+03  1.843070746E-01  3.562177338E-11  3.561085876E-11  1.739099648E-07  1.615507023E-11  1.615423218E-11
@growth_rates:  1.090500000E+03 -2.759964712E-07  2.294081456E-02  2.294129436E-02 -1.042462113E-04  2.297542411E-02  2.297549544E-02
@times:   257   1.098000000E+03
@energies:  1.098000000E+03  1.843064948E-01  4.479763379E-11  4.478413146E-11  1.739521647E-07  2.032623882E-11  2.032520008E-11
@growth_rates:  1.095500000E+03 -3.145540010E-07  2.291982580E-02  2.292032554E-02  2.426246913E-05  2.296786579E-02  2.296794301E-02
@times:   258   1.103000000E+03
@energies:  1.103000000E+03  1.843058191E-01  5.633597030E-11  5.631926760E-11  1.742720892E-07  2.557356066E-11  2.557227080E-11
@growth_rates:  1.100500000E+03 -3.666209581E-07  2.291779144E-02  2.291828393E-02  1.837462783E-04  2.296464266E-02  2.296470929E-02
@times:   259   1.108000000E+03
@energies:  1.108000000E+03  1.843051403E-01  7.084687503E-11  7.082624625E-11  1.745443191E-07  3.217086865E-11  3.216926707E-11
@growth_rates:  1.105500000E+03 -3.683094217E-07  2.291876232E-02  2.291929343E-02  1.560878304E-04  2.295023118E-02  2.295029655E-02
@times:   260   1.113000000E+03
@energies:  1.113000000E+03  1.843045531E-01  8.908127544E-11  8.905576396E-11  1.745330535E-07  4.045886024E-11  4.045687713E-11
@growth_rates:  1.110500000E+03 -3.186167641E-07  2.290283019E-02  2.290330931E-02 -6.454536069E-06  2.292243186E-02  2.292250866E-02
@times:   261   1.118000000E+03
@energies:  1.118000000E+03  1.843040395E-01  1.119723064E-10  1.119407993E-10  1.743586237E-07  5.086881999E-11  5.086636602E-11
@growth_rates:  1.115500000E+03 -2.786476269E-07  2.287024166E-02  2.287074190E-02 -9.999081601E-05  2.289645008E-02  2.289652750E-02
@times:   262   1.123000000E+03
@energies:  1.123000000E+03  1.843034957E-01  1.407060916E-10  1.406671555E-10  1.743258332E-07  6.394939650E-11  6.394636012E-11
@growth_rates:  1.120500000E+03 -2.950855275E-07  2.284216814E-02  2.284263469E-02 -1.880809200E-05  2.288419290E-02  2.288426892E-02
@times:   263   1.128000000E+03
@energies:  1.128000000E+03  1.843028578E-01  1.768000993E-10  1.767520668E-10  1.746002964E-07  8.039127888E-11  8.038752895E-11
@growth_rates:  1.125500000E+03 -3.460679698E-07  2.283464534E-02  2.283514973E-02  1.573188517E-04  2.288136077E-02  2.288144427E-02
@times:   264   1.133000000E+03
@energies:  1.133000000E+03  1.843021771E-01  2.221576761E-10  2.220984367E-10  1.749501606E-07  1.010503250E-10  1.010456646E-10
@growth_rates:  1.130500000E+03 -3.693744044E-07  2.283676706E-02  2.283726941E-02  2.001795480E-04  2.287129613E-02  2.287134876E-02
@times:   265   1.138000000E+03
@energies:  1.138000000E+03  1.843015560E-01  2.791233974E-10  2.790503706E-10  1.750591983E-07  1.269868140E-10  1.269810749E-10
@growth_rates:  1.135500000E+03 -3.370174742E-07  2.282665864E-02  2.282716132E-02  6.230558825E-05  2.284645942E-02  2.284655197E-02
@times:   266   1.143000000E+03
@energies:  1.143000000E+03  1.843010239E-01  3.505966622E-10  3.505065881E-10  1.749344020E-07  1.595355404E-10  1.595284407E-10
@growth_rates:  1.140500000E+03 -2.886829471E-07  2.279824834E-02  2.279871971E-02 -7.131347510E-05  2.281834670E-02  2.281841592E-02
@times:   267   1.148000000E+03
@energies:  1.148000000E+03  1.843005032E-01  4.402321245E-10  4.401211549E-10  1.748524372E-07  2.003912053E-10  2.003824641E-10
@growth_rates:  1.145500000E+03 -2.825201105E-07  2.276656914E-02  2.276705385E-02 -4.686559173E-05  2.280047614E-02  2.280056428E-02
@times:   268   1.153000000E+03
@energies:  1.153000000E+03  1.842999049E-01  5.526984823E-10  5.525617422E-10  1.750651711E-07  2.516949333E-10  2.516841594E-10
@growth_rates:  1.150500000E+03 -3.246679902E-07  2.275104693E-02  2.275151368E-02  1.215908764E-04  2.279462892E-02  2.279471050E-02
@times:   269   1.158000000E+03
@energies:  1.158000000E+03  1.842992366E-01  6.938927495E-10  6.937245947E-10  1.754587547E-07  3.161113411E-10  3.160980371E-10
@growth_rates:  1.155500000E+03 -3.626055579E-07  2.275047962E-02  2.275098663E-02  2.245688834E-04  2.278767248E-02  2.278774436E-02
@times:   270   1.163000000E+03
@energies:  1.163000000E+03  1.842985915E-01  8.711129676E-10  8.709060984E-10  1.756916249E-07  3.969320376E-10  3.969156574E-10
@growth_rates:  1.160500000E+03 -3.500227952E-07  2.274542582E-02  2.274591180E-02  1.326327682E-04  2.276705793E-02  2.276713989E-02
@times:   271   1.168000000E+03
@energies:  1.168000000E+03  1.842980327E-01  1.093343360E-09  1.093088982E-09  1.756612460E-07  4.982718960E-10  4.982517505E-10
@growth_rates:  1.165500000E+03 -3.032213689E-07  2.272239159E-02  2.272287336E-02 -1.729253203E-05  2.273808279E-02  2.273816641E-02
@times:   272   1.173000000E+03
@energies:  1.173000000E+03  1.842975181E-01  1.371805551E-09  1.371492713E-09  1.755729804E-07  6.253367566E-10  6.253120182E-10
@growth_rates:  1.170500000E+03 -2.791787738E-07  2.268874884E-02  2.268921012E-02 -5.026025224E-05  2.271444112E-02  2.271452820E-02
@times:   273   1.178000000E+03
@energies:  1.178000000E+03  1.842969545E-01  1.720781671E-09  1.720397253E-09  1.757163033E-07  7.847136913E-10  7.846834335E-10
@growth_rates:  1.175500000E+03 -3.058309857E-07  2.266508548E-02  2.266555076E-02  8.159818434E-05  2.270286117E-02  2.270296127E-02
@times:   274   1.183000000E+03
@energies:  1.183000000E+03  1.842963105E-01  2.158398745E-09  2.157926941E-09  1.761225679E-07  9.846446965E-10  9.846074818E-10
@growth_rates:  1.180500000E+03 -3.494096198E-07  2.265879780E-02  2.265927857E-02  2.309379818E-04  2.269619350E-02  2.269626991E-02
@times:   275   1.188000000E+03
@energies:  1.188000000E+03  1.842956533E-01  2.707199596E-09  2.706621014E-09  1.764815977E-07  1.235304951E-09  1.235259430E-09
@growth_rates:  1.185500000E+03 -3.566432559E-07  2.265481158E-02  2.265529874E-02  2.036447537E-04  2.267922809E-02  2.267932254E-02
@times:   276   1.193000000E+03
@energies:  1.193000000E+03  1.842950640E-01  3.394901750E-09  3.394192076E-09  1.765756297E-07  1.549305762E-09  1.549250132E-09
@growth_rates:  1.190500000E+03 -3.197167341E-07  2.263600798E-02  2.263647593E-02  5.326730911E-05  2.264890716E-02  2.264900157E-02
@times:   277   1.198000000E+03
@energies:  1.198000000E+03  1.842945402E-01  4.255835833E-09  4.254965805E-09  1.765284059E-07  1.942527917E-09  1.942460161E-09
@growth_rates:  1.195500000E+03 -2.842674172E-07  2.260163572E-02  2.260209676E-02 -2.674782522E-05  2.261832397E-02  2.261842655E-02
@times:   278   1.203000000E+03
@energies:  1.203000000E+03  1.842940005E-01  5.333342522E-09  5.332276104E-09  1.766343700E-07  2.435075180E-09  2.434993061E-09
@growth_rates:  1.200500000E+03 -2.928266605E-07  2.256869782E-02  2.256914579E-02  6.000862427E-05  2.259874557E-02  2.259886130E-02
@times:   279   1.208000000E+03
@energies:  1.208000000E+03  1.842933853E-01  6.682536793E-09  6.681231482E-09  1.770392609E-07  3.052137836E-09  3.052038070E-09
@growth_rates:  1.205500000E+03 -3.337977152E-07  2.255195186E-02  2.255241408E-02  2.289631218E-04  2.258646442E-02  2.258656805E-02
@times:   280   1.213000000E+03
@energies:  1.213000000E+03  1.842927266E-01  8.372299225E-09  8.370703877E-09  1.775226183E-07  3.824829492E-09  3.824709073E-09
@growth_rates:  1.210500000E+03 -3.574445961E-07  2.254308702E-02  2.254356520E-02  2.726507207E-04  2.256716140E-02  2.256728180E-02
@times:   281   1.218000000E+03
@energies:  1.218000000E+03  1.842921066E-01  1.048717198E-08  1.048522153E-08  1.777923833E-07  4.791481001E-09  4.791335907E-09
@growth_rates:  1.215500000E+03 -3.364201900E-07  2.252242491E-02  2.252288165E-02  1.518455457E-04  2.253256606E-02  2.253268624E-02
@times:   282   1.223000000E+03
@energies:  1.223000000E+03  1.842915584E-01  1.313111881E-08  1.312873684E-08  1.778739142E-07  5.999913340E-09  5.999740243E-09
@growth_rates:  1.220500000E+03 -2.974413115E-07  2.248321009E-02  2.248366873E-02  4.584687976E-05  2.249054761E-02  2.249069078E-02
@times:   283   1.228000000E+03
@energies:  1.228000000E+03  1.842910259E-01  1.643399363E-08  1.643108307E-08  1.780396100E-07  7.510373038E-09  7.510167699E-09
@growth_rates:  1.225500000E+03 -2.889308859E-07  2.243670768E-02  2.243713701E-02  9.311009787E-05  2.245401110E-02  2.245416202E-02
@times:   284   1.233000000E+03
@energies:  1.233000000E+03  1.842904325E-01  2.055984808E-08  2.055630010E-08  1.785175004E-07  9.398253071E-09  9.398011932E-09
@growth_rates:  1.230500000E+03 -3.219894328E-07  2.239880795E-02  2.239926180E-02  2.680584615E-04  2.242386918E-02  2.242403747E-02
@times:   285   1.238000000E+03
@energies:  1.238000000E+03  1.842897742E-01  2.571413510E-08  2.570981291E-08  1.792191870E-07  1.175647591E-08  1.175619429E-08
@growth_rates:  1.235500000E+03 -3.572160874E-07  2.237007933E-02  2.237052763E-02  3.922927054E-04  2.238804016E-02  2.238821052E-02
@times:   286   1.243000000E+03
@energies:  1.243000000E+03  1.842891213E-01  3.214842214E-08  3.214316797E-08  1.798524483E-07  1.469851193E-08  1.469818931E-08
@growth_rates:  1.240500000E+03 -3.542749258E-07  2.233225266E-02  2.233271789E-02  3.527218010E-04  2.233420296E-02  2.233440346E-02
@times:   287   1.248000000E+03
@energies:  1.248000000E+03  1.842885303E-01  4.016780949E-08  4.016141971E-08  1.803598640E-07  1.836367331E-08  1.836330766E-08
@growth_rates:  1.245500000E+03 -3.207350125E-07  2.227025446E-02  2.227069030E-02  2.817316324E-04  2.226281769E-02  2.226302145E-02
@times:   288   1.253000000E+03
@energies:  1.253000000E+03  1.842879742E-01  5.014666623E-08  5.013890797E-08  1.809966916E-07  2.292491983E-08  2.292452020E-08
@growth_rates:  1.250500000E+03 -3.017597832E-07  2.218861204E-02  2.218904867E-02  3.524653389E-04  2.218500845E-02  2.218525643E-02
@times:   289   1.258000000E+03
@energies:  1.258000000E+03  1.842873760E-01  6.255058677E-08  6.254117430E-08  1.820806113E-07  2.859646490E-08  2.859603653E-08
@growth_rates:  1.255500000E+03 -3.245595150E-07  2.210235813E-02  2.210278157E-02  5.970755392E-04  2.210585844E-02  2.210610363E-02
@times:   290   1.263000000E+03
@energies:  1.263000000E+03  1.842867008E-01  7.795496274E-08  7.794358773E-08  1.837294335E-07  3.563870838E-08  3.563826580E-08
@growth_rates:  1.260500000E+03 -3.663943470E-07  2.201556416E-02  2.201602022E-02  9.014697024E-04  2.201492557E-02  2.201518174E-02
@times:   291   1.268000000E+03
@energies:  1.268000000E+03  1.842859927E-01  9.705280993E-08  9.703908052E-08  1.858260424E-07  4.436245768E-08  4.436201552E-08
@growth_rates:  1.265500000E+03 -3.842302787E-07  2.191240034E-02  2.191284585E-02  1.134677482E-03  2.189612028E-02  2.189636543E-02
@times:   292   1.273000000E+03
@energies:  1.273000000E+03  1.842853170E-01  1.206601140E-07  1.206436010E-07  1.884021187E-07  5.513668407E-08  5.513625138E-08
@growth_rates:  1.270500000E+03 -3.666521804E-07  2.177223551E-02  2.177269639E-02  1.376762788E-03  2.174217033E-02  2.174238228E-02
@times:   293   1.278000000E+03
@energies:  1.278000000E+03  1.842846773E-01  1.497351539E-07  1.497153163E-07  1.918988026E-07  6.840176405E-08  6.840132049E-08
@growth_rates:  1.275500000E+03 -3.471487426E-07  2.158904750E-02  2.158948461E-02  1.838955537E-03  2.155833472E-02  2.155847101E-02
@times:   294   1.283000000E+03
@energies:  1.283000000E+03  1.842840069E-01  1.854096392E-07  1.853859398E-07  1.970231403E-07  8.468155408E-08  8.468099181E-08
@growth_rates:  1.280500000E+03 -3.637647670E-07  2.136995502E-02  2.137042140E-02  2.635302204E-03  2.134991841E-02  2.134990288E-02
@times:   295   1.288000000E+03
@energies:  1.288000000E+03  1.842832458E-01  2.290060162E-07  2.289778503E-07  2.045349903E-07  1.045822335E-07  1.045812190E-07
@growth_rates:  1.285500000E+03 -4.130487980E-07  2.111806317E-02  2.111854620E-02  3.741787710E-03  2.110758873E-02  2.110728262E-02
@times:   296   1.293000000E+03
@energies:  1.293000000E+03  1.842824060E-01  2.820056936E-07  2.819725352E-07  2.151941202E-07  1.287778363E-07  1.287756152E-07
@growth_rates:  1.290500000E+03 -4.556709838E-07  2.081789862E-02  2.081843980E-02  5.080144289E-03  2.081150349E-02  2.081074881E-02
@times:   297   1.298000000E+03
@energies:  1.298000000E+03  1.842815483E-01  3.459650370E-07  3.459263783E-07  2.300782085E-07  1.579927039E-07  1.579875842E-07
@growth_rates:  1.295500000E+03 -4.654217911E-07  2.044104598E-02  2.044162995E-02  6.687878288E-03  2.044601333E-02  2.044449763E-02
@times:   298   1.303000000E+03
@energies:  1.303000000E+03  1.842806994E-01  4.224188183E-07  4.223743805E-07  2.509634078E-07  1.929846380E-07  1.929732877E-07
@growth_rates:  1.300500000E+03 -4.606903076E-07  1.996595616E-02  1.996661055E-02  8.688785477E-03  2.000617361E-02  2.000353243E-02
@times:   299   1.308000000E+03
@energies:  1.308000000E+03  1.842798121E-01  5.127834990E-07  5.127334838E-07  2.803168471E-07  2.345134231E-07  2.344894348E-07
@growth_rates:  1.305500000E+03 -4.815025936E-07  1.938564445E-02  1.938641069E-02  1.106134173E-02  1.949022377E-02  1.948587594E-02
@times:   300   1.313000000E+03
@energies:  1.313000000E+03  1.842788154E-01  6.181921293E-07  6.181376576E-07  3.210859541E-07  2.832565340E-07  2.832083659E-07
@growth_rates:  1.310500000E+03 -5.408292149E-07  1.869455711E-02  1.869549943E-02  1.357882969E-02  1.888401398E-02  1.887723690E-02
@times:   301   1.318000000E+03
@energies:  1.318000000E+03  1.842776933E-01  7.391642113E-07  7.391079403E-07  3.764326993E-07  3.396462654E-07  3.395543545E-07
@growth_rates:  1.315500000E+03 -6.089453196E-07  1.787208057E-02  1.787327933E-02  1.590304206E-02  1.815517124E-02  1.814511340E-02
@times:   302   1.323000000E+03
@energies:  1.323000000E+03  1.842764974E-01  8.751024071E-07  8.750490922E-07  4.494377321E-07  4.036346759E-07  4.034680309E-07
@growth_rates:  1.320500000E+03 -6.489463995E-07  1.688208125E-02  1.688360173E-02  1.772580395E-02  1.726055212E-02  1.724632193E-02
@times:   303   1.328000000E+03
@energies:  1.328000000E+03  1.842752803E-01  1.023759280E-06  1.023716606E-06  5.425860879E-07  4.744097097E-07  4.741242892E-07
@growth_rates:  1.325500000E+03 -6.604992510E-07  1.568957833E-02  1.569150249E-02  1.883494430E-02  1.615611136E-02  1.613722458E-02
@times:   304   1.333000000E+03
@energies:  1.333000000E+03  1.842740310E-01  1.180854356E-06  1.180833138E-06  6.566358211E-07  5.500583170E-07  5.495994197E-07
@growth_rates:  1.330500000E+03 -6.779507602E-07  1.427567861E-02  1.427805022E-02  1.907827988E-02  1.479529887E-02  1.477201842E-02
@times:   305   1.338000000E+03
@energies:  1.338000000E+03  1.842726945E-01  1.339879394E-06  1.339893234E-06  7.891375236E-07  6.271995773E-07  6.265142134E-07
@growth_rates:  1.335500000E+03 -7.252894514E-07  1.263413988E-02  1.263696967E-02  1.838110477E-02  1.312404916E-02  1.309817759E-02
@times:   306   1.343000000E+03
@energies:  1.343000000E+03  1.842712477E-01  1.492113329E-06  1.492175330E-06  9.332332186E-07  7.007770621E-07  6.998359187E-07
@growth_rates:  1.340500000E+03 -7.851216017E-07  1.076138510E-02  1.076450731E-02  1.677145291E-02  1.109250130E-02  1.106744447E-02
@times:   307   1.348000000E+03
@energies:  1.348000000E+03  1.842697430E-01  1.627148552E-06  1.627266412E-06  1.077614115E-06  7.643147823E-07  7.631390323E-07
@growth_rates:  1.345500000E+03 -8.165611294E-07  8.663567173E-03  8.666655115E-03  1.438495878E-02  8.678991491E-03  8.659432688E-03
@times:   308   1.353000000E+03
@energies:  1.353000000E+03  1.842682664E-01  1.734399835E-06  1.734569296E-06  1.208511426E-06  8.109134839E-07  8.095859342E-07
@growth_rates:  1.350500000E+03 -8.013328773E-07  6.383230899E-03  6.385757889E-03  1.146399308E-02  5.918164715E-03  5.908269200E-03
@times:   309   1.358000000E+03
@energies:  1.358000000E+03  1.842668608E-01  1.805563768E-06  1.805766423E-06  1.313228367E-06  8.348584750E-07  8.335054668E-07
@growth_rates:  1.355500000E+03 -7.628350345E-07  4.021144246E-03  4.022597484E-03  8.309913243E-03  2.910084936E-03  2.911733648E-03
@times:   310   1.363000000E+03
@energies:  1.363000000E+03  1.842655060E-01  1.837141771E-06  1.837347829E-06  1.383422189E-06  8.332600201E-07  8.320066383E-07
@growth_rates:  1.360500000E+03 -7.352407680E-07  1.733809914E-03  1.733802140E-03  5.207176891E-03 -1.916477082E-04 -1.799841526E-04
@times:   311   1.368000000E+03
@energies:  1.368000000E+03  1.842641741E-01  1.831671108E-06  1.831848879E-06  1.416341636E-06  8.071237425E-07  8.060530314E-07
@growth_rates:  1.365500000E+03 -7.228228411E-07 -2.982254772E-04 -2.997361305E-04  2.351695743E-03 -3.186874951E-03 -3.169088347E-03
@times:   312   1.373000000E+03
@energies:  1.373000000E+03  1.842628863E-01  1.796924141E-06  1.797048322E-06  1.413785551E-06  7.614380588E-07  7.605752410E-07
@growth_rates:  1.370500000E+03 -6.988846320E-07 -1.915233123E-03 -1.918027508E-03 -1.806339428E-04 -5.826816486E-03 -5.807449299E-03
@times:   313   1.378000000E+03
@energies:  1.378000000E+03  1.842616987E-01  1.743584315E-06  1.743643171E-06  1.380096936E-06  7.042684354E-07  7.035941061E-07
@growth_rates:  1.375500000E+03 -6.445242543E-07 -3.013344710E-03 -3.016879725E-03 -2.411715491E-03 -7.804924425E-03 -7.787340707E-03
@times:   314   1.383000000E+03
@energies:  1.383000000E+03  1.842606359E-01  1.682602257E-06  1.682598214E-06  1.320469624E-06  6.451217432E-07  6.445944213E-07
@growth_rates:  1.380500000E+03 -5.767717189E-07 -3.560138804E-03 -3.563754627E-03 -4.416629070E-03 -8.772053565E-03 -8.758032115E-03
@times:   315   1.388000000E+03
@energies:  1.388000000E+03  1.842596618E-01  1.623239817E-06  1.623188445E-06  1.240161684E-06  5.929808726E-07  5.925580327E-07
@growth_rates:  1.385500000E+03 -5.286690631E-07 -3.591751845E-03 -3.594676354E-03 -6.274568807E-03 -8.427690505E-03 -8.417250117E-03
@times:   316   1.393000000E+03
@energies:  1.393000000E+03  1.842587224E-01  1.572224620E-06  1.572148696E-06  1.144510977E-06  5.546190153E-07  5.542672671E-07
@growth_rates:  1.390500000E+03 -5.097839245E-07 -3.193246731E-03 -3.194911079E-03 -8.026430944E-03 -6.688072403E-03 -6.680181167E-03
@times:   317   1.398000000E+03
@energies:  1.398000000E+03  1.842578075E-01  1.533795030E-06  1.533718455E-06  1.039163229E-06  5.336896737E-07  5.333869989E-07
@growth_rates:  1.395500000E+03 -4.965349494E-07 -2.474649605E-03 -2.474813026E-03 -9.656164993E-03 -3.846688438E-03 -3.839976459E-03
@times:   318   1.403000000E+03
@energies:  1.403000000E+03  1.842569548E-01  1.510230717E-06  1.510173645E-06  9.300976768E-07  5.308027060E-07  5.305349807E-07
@growth_rates:  1.400500000E+03 -4.628133096E-07 -1.548264365E-03 -1.547050909E-03 -1.108814713E-02 -5.424134228E-04 -5.361342432E-04
@times:   319   1.408000000E+03
@energies:  1.408000000E+03  1.842561906E-01  1.502537782E-06  1.502513546E-06  8.233031233E-07  5.443301049E-07  5.440869332E-07
@growth_rates:  1.405500000E+03 -4.147314206E-07 -5.106899135E-04 -5.085237752E-04 -1.219651616E-02  2.516547279E-03  2.522314285E-03
@times:   320   1.413000000E+03
@energies:  1.413000000E+03  1.842554795E-01  1.510994255E-06  1.511009761E-06  7.241911686E-07  5.714087042E-07  5.711810042E-07
@growth_rates:  1.410500000E+03 -3.859110967E-07  5.612348149E-04  5.638740080E-04 -1.282690453E-02  4.854884958E-03  4.859711660E-03
